Restaurant_Name,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8,Category,Pricing_for_2,Locality in Pune,Dining_Rating
Rehman Chinese,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Viman Nagar,3.2
VJ's Kitchen,Indian (other),North Indian,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,"Biryani, North Indian, Chinese, Maharashtrian",500, Chinchwad,3.2
Radhika Snacks,East Asian,South Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, South Indian, Street Food",200, Wadgaon Sheri,3.2
Lajwaab Biryani,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Biryani",200, Nigdi,3.2
Divine Foods,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food",250, Ravet,3.2
Daksh Chinese And Restaurant,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,350, Lohegaon,3.2
Roll Maker's,Rolls,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Rolls,200, Ravet,3.2
MG Fries & Burgers,Burger,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Burger, Fast Food",300, Shivaji Nagar,3.2
Dosti Chinese & Fast Food,Fast Food,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Chinese",300, Wakad,3.2
A-1 Chinese ABK,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300, Viman Nagar,3.2
Roll Corner,Rolls,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Rolls, Fast Food",200, Lohegaon,3.2
Cheez N Burger House,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300, Bibvewadi,3.2
Pet Pooja Indian & Chinese Restaurant,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,400, Hadapsar,3.2
Hotel Shiv Bhumi,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Warje,3.2
Pizza 9,Pizza,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Pizza, Fast Food, Beverages",450, Baner,3.2
Waarsa,North Indian,Street Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food, Fast Food",250, Pashan,3.2
Talap,Fast Food,Beverages,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages, Sandwich",200, Hadapsar,3.2
Hotel Jagdamb Biryani House,East Asian,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Malwani",250, Narhe,3.2
Mumbai Kulfi,Ice Cream,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts",100,FC Road,3.2
Swaad Family Restaurant,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",400, Dhanori,3.2
Top N Town Ice-Cafe,Fast Food,Beverages,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages, Pizza",250,Pimple Saudagar,3.2
Cafe Hum Tum,Coffee and Tea,Street Food,Fast Food,North Indian,Beverages,MISSING,MISSING,MISSING,"Cafe, Street Food, Fast Food, North Indian, Beverages",500, Aundh,3.2
Richa's Kitchen,East Asian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Biryani, North Indian",300, Akurdi,3.2
Cakes N Bites,Fast Food,Sandwich,Indian (other),Beverages,Desserts,MISSING,MISSING,MISSING,"Fast Food, Sandwich, Pizza, Beverages, Desserts",200,Hinjawadi,3.2
Cafe Ice Cream Delight,Desserts,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Fast Food, Beverages",150,Bund Garden Road,3.2
Royal Dhaba,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food",250, Shivaji Nagar,3.2
Hyderabad Dum Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,500, Akurdi,3.2
Spice Biryani House,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, North Indian",350, Pimple Gurav,3.2
Aanandam Cafe & Snacks,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,250, Warje,3.2
Brocode,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",300,Magarpatta,3.2
Desh Videsh Ka Tadka,North Indian,East Asian,Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Seafood",600, Baner,3.2
Hotel Rushi,Indian (other),Middle Eastern,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, Maharashtrian, Street Food",300, Sadashiv Peth,3.2
RS Paratha & More,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food",300,Pimple Saudagar,3.2
Hotel Visava,North Indian,East Asian,North Indian,Indian (other),Indian (other),MISSING,MISSING,MISSING,"North Indian, Chinese, Malwani, Mughlai, Biryani",550, Dehu Road,3.2
Hotel Morning Glory,North Indian,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Sandwich",300, Dange Chowk,3.2
Hotel Malhar,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,400, Dhanori,3.2
RD's Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,400, Karve Nagar,3.2
Vidya's Kitchen,Street Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Fast Food",200, Shivaji Nagar,3.2
Namaste Ganesha Surana's Kitchen,North Indian,Street Food,Fast Food,South Indian,East Asian,Beverages,MISSING,MISSING,"North Indian, Street Food, Fast Food, South Indian, Chinese, Beverages",200,Magarpatta,3.2
Hotel Sai,South Indian,North Indian,East Asian,Street Food,Fast Food,Beverages,MISSING,MISSING,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages",400, Khadki,3.2
A1 Misal House & Nashta Center,East Asian,South Indian,Fast Food,Street Food,MISSING,MISSING,MISSING,MISSING,"Chinese, South Indian, Fast Food, Street Food",300,Sinhgad Road,3.2
Chai Bantai,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300,Sinhgad Road,3.2
S P Wadewale & Premacha Chaha,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages",150,Sinhgad Road,3.2
Hotel Golden,North Indian,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian",350,Swargate,3.2
Nayab Dum Biryani,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Biryani",400, Karve Nagar,3.2
A1 Foods,North Indian,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian, Street Food",200, Hadapsar,3.2
Dropout's Fast Food,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,400, Kharadi,3.2
Lajawaab Biryani,Indian (other),Rolls,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, Rolls",450, Akurdi,3.2
Hotel Chandramay,North Indian,East Asian,North Indian,Street Food,Beverages,MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian, Street Food, Beverages",450, Shivapur,3.2
Shri Datta Pure Veg,North Indian,Middle Eastern,South Indian,Oriental,MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian, South Indian, Chinese",300, Shivaji Nagar,3.2
My Cafe,North Indian,Street Food,East Asian,Fast Food,Beverages,MISSING,MISSING,MISSING,"North Indian, Street Food, Chinese, Fast Food, Beverages",300, Kothrud,3.2
Shanghai Chinese Corner,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,350, Chinchwad,3.2
Kakke Da Paratha,North Indian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Beverages",350, Wakad,3.2
London Bubble Co.,Desserts,Ice Cream,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Ice Cream, Beverages",400, Kothrud,3.2
The Golden Samosa,Street Food,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Desserts",200, JM Road,3.2
Sai Chinese,East Asian,Indian (other),Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,"Chinese, Biryani, Fast Food, Beverages",300, Erandwane,3.2
Mankar Dosa Center,South Indian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Fast Food",250,Sinhgad Road,3.2
Hotel Sampoorna,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,300, Chinchwad,3.2
Dhile Bhel,Street Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Fast Food",200, Karve Nagar,3.2
Saladking,Healthy Food,Healthy Food,The Americas,Beverages,MISSING,MISSING,MISSING,MISSING,"Healthy Food, Salad, Tex-Mex, Beverages",200,Hinjawadi,3.2
China Town,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Undri,3.2
Food Mantra Pure Veg Restaurant,North Indian,South Indian,East Asian,Fast Food,Beverages,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Fast Food, Beverages",300, Wagholi,3.2
99 Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,200, Mundhwa,3.2
Chicago Delights Pizza & Grillz,Fast Food,Pizza,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Pizza",300, Ravet,3.2
East Pizza Co.,Pizza,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Pizza, Fast Food, Beverages",450, Kharadi,3.2
South Express,South Indian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Beverages",300, Undri,3.2
Hotel Mavala,North Indian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Mughlai, North Indian",700, Pune-Solapur Road,3.1
Hotel Sandeep,North Indian,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food",500, Shivaji Nagar,3.1
7th Heaven Cake Shop,Bakery,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Desserts",350, Kothrud,3.1
Saffron Vegetarian,North Indian,South Indian,East Asian,Fast Food,Beverages,European,Desserts,Street Food,"North Indian, South Indian, Chinese, Fast Food, Beverages, Continental, Desserts, Street Food",700, Sadashiv Peth,3.1
Good Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300, Law College Road,3.1
Amantran,North Indian,Indian (other),Kebab,Oriental,Rajasthani,MISSING,MISSING,MISSING,"North Indian, Biryani, Kebab, Chinese, Maharashtrian",700, Pimple Gurav,3.1
Country Roads Restaurant And Cafe,Coffee and Tea,North Indian,Fast Food,Indian (other),European,Indian (other),Desserts,Beverages,"Cafe, North Indian, Fast Food, Mughlai, Italian, Biryani, Desserts, Beverages",600, Wanowrie,3.1
All India Permit,East Asian,North Indian,Indian (other),Indian (other),MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Mughlai, Biryani",1000, Pashan,3.1
Tamarind,East Asian,Fast Food,North Indian,Indian (other),Rolls,Beverages,MISSING,MISSING,"Chinese, Fast Food, North Indian, Biryani, Rolls, Beverages",1200, Lonavala,3.1
Feast Cafe And Lounge - Spree Hotel,North Indian,East Asian,South Indian,Beverages,Desserts,MISSING,MISSING,MISSING,"North Indian, Chinese, South Indian, Beverages, Desserts",1200, Pimpri,3.1
Cafe Buddy’s Espresso,Coffee and Tea,Beverages,Fast Food,Desserts,Sandwich,MISSING,MISSING,MISSING,"Cafe, Beverages, Fast Food, Desserts, Sandwich",650, Wakad,3.1
Trishna The Veg Tale,South Indian,North Indian,Asian (unspecified),Street Food,European,European,Desserts,Beverages,"South Indian, North Indian, Asian, Street Food, Continental, Italian, Desserts, Beverages",1000, Wakad,3.1
Pride Pure Veg,North Indian,Fast Food,East Asian,Kebab,MISSING,MISSING,MISSING,MISSING,"North Indian, Fast Food, Chinese, Kebab",700, Nigdi,3.1
Seven - Shawarma & Burgers,Middle Eastern,East Asian,Burger,Middle Eastern,MISSING,MISSING,MISSING,MISSING,"Lebanese, Chinese, Burger, Arabian",450, Koregaon Park,3.1
Shreeji Pure Veg,North Indian,Street Food,East Asian,Beverages,Desserts,MISSING,MISSING,MISSING,"North Indian, Street Food, Chinese, Beverages, Desserts",500, Katraj,3.1
Hyderabad Darbar,South Indian,Indian (other),Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,"Hyderabadi, Mughlai, Biryani, North Indian",400,Hinjawadi,3.1
Akash's Pav Bhaji & Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150, Wadgaon Sheri,3.1
Infinity Cafe,Coffee and Tea,Fast Food,Beverages,Desserts,MISSING,MISSING,MISSING,MISSING,"Cafe, Fast Food, Beverages, Desserts",400,Hinjawadi,3.1
Shree Vallabh Veg Restaurant,North Indian,South Indian,East Asian,Street Food,Beverages,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Street Food, Beverages",750, Kharadi,3.1
Hotel Roxy,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani",600, Pimpri,3.1
Raj Garden Family Restaurant and Bar,North Indian,East Asian,North Indian,Indian (other),Ice Cream,MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian, Mughlai, Ice Cream",700,Sinhgad Road,3.1
Surya,North Indian,East Asian,Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Seafood",550, Erandwane,3.1
Barbeque Town,North Indian,East Asian,Indian (other),Desserts,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Desserts",1000, Kondhawa,3.1
Pyasa Restaurant & Bar,North Indian,Bar Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Bar Food",1000, Shukrawar Peth,3.1
7 Apple Resort - Appetite,North Indian,East Asian,European,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Continental",1000, Lonavala,3.1
Hotel Rajgad,North Indian,East Asian,Indian (other),Indian (other),Rajasthani,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Biryani, Maharashtrian",1000, Hadapsar,3.1
Persian Cafe,Middle Eastern,Himalayan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Iranian, Tibetan",350,NIBM Road,3.1
Crowd 63,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",1000,Hinjawadi,3.1
Vaishali,North Indian,South Indian,East Asian,Fast Food,Beverages,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Fast Food, Beverages",650, Hadapsar,3.1
Satej Misal & Snacks,South Indian,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, North Indian, Street Food",350, Baner,3.1
Hotel Hariom,North Indian,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian",400,Sinhgad Road,3.1
Chinese Square,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,250, Narhe,3.1
Om Biryani House & Chinese,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,400, Wadgaon Sheri,3.1
Daawat Restaurant,North Indian,Indian (other),East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese",500, Budhwar Peth,3.1
Amara,East Asian,North Indian,Fast Food,Desserts,Beverages,MISSING,MISSING,MISSING,"Chinese, North Indian, Fast Food, Desserts, Beverages",700, Mundhwa,3.1
Jayshree Pure Veg,North Indian,South Indian,East Asian,Fast Food,Street Food,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Fast Food, Street Food",500, Bibvewadi,3.1
Manas Family Restaurant & Bar,Healthy Food,East Asian,European,North Indian,European,MISSING,MISSING,MISSING,"Salad, Chinese, Continental, North Indian, Italian",800, Bhugaon,3.1
Peacock The Un-Restaurant,Seafood,European,East Asian,Indian (other),Rajasthani,North Indian,MISSING,MISSING,"Seafood, Continental, Chinese, Mughlai, North Indian, Maharashtrian",700, Lonavala,3.1
Sanskruti,South Indian,North Indian,East Asian,Street Food,Fast Food,Beverages,MISSING,MISSING,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages",500, Sadashiv Peth,3.1
Joshi Wadewale,Street Food,South Indian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, South Indian, Beverages",200,Hinjawadi,3.1
Bhukkad Ka Nukkad,East Asian,North Indian,European,Fast Food,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Momos, Fast Food",400, Parvati,3.1
Austin 40 Cafehouse,European,European,East Asian,North Indian,Beverages,MISSING,MISSING,MISSING,"Continental, Italian, Chinese, North Indian, Beverages",600, Deccan Gymkhana,3.1
Girija Veg,East Asian,Middle Eastern,North Indian,Fast Food,South Indian,Beverages,MISSING,MISSING,"Chinese, Maharashtrian, North Indian, Fast Food, South Indian, Beverages",600, Lohegaon,3.1
World Of Wings,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,500, Baner,3.1
Sangrila Chinese,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian",300, Vishrantwadi,3.1
Soundarya Family Garden Restaurant & Bar,North Indian,Indian (other),East Asian,Beverages,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese, Beverages",900, Warje,3.1
Madhuban Restaurant & Bar,North Indian,East Asian,Beverages,Kebab,Indian (other),MISSING,MISSING,MISSING,"North Indian, Chinese, Beverages, Kebab, Mughlai",800, Bhosari,3.1
Kabab-E-Roll,North Indian,East Asian,Rolls,Indian (other),Fast Food,MISSING,MISSING,MISSING,"North Indian, Chinese, Rolls, Biryani, Fast Food",400, Pimple Nilakh,3.1
Natraj Bhel,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150, Wadgaon Sheri,3.1
Saffron Exotic Family Restaurant,North Indian,East Asian,Indian (other),South Indian,Seafood,Kebab,Indian (other),MISSING,"North Indian, Chinese, Mughlai, Mangalorean, Seafood, Kebab, Biryani",1000, Ghorpadi,3.1
Yaara Di Haaveli,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",1000, Dange Chowk,3.1
Sapna Bar and Restaurant,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",600, Senapati Bapat Road,3.1
Rutugandh Heritage,North Indian,Fast Food,East Asian,Indian (other),Beverages,MISSING,MISSING,MISSING,"North Indian, Fast Food, Chinese, Biryani, Beverages",650, Deccan Gymkhana,3.1
Dainostic Chinese Foods,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Nigdi,3.1
Chit Chat N Chaat,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages",200, Pimple Nilakh,3.1
Choudhary Dhaba,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,250,Chakan,3.1
Keventers Ice Creamery,Ice Cream,Beverages,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Beverages, Desserts",400, Senapati Bapat Road,3.1
Naivedyam,South Indian,North Indian,East Asian,Beverages,MISSING,MISSING,MISSING,MISSING,"South Indian, North Indian, Chinese, Beverages",700, Parvati,3.1
Kunal Restaurant,North Indian,East Asian,Indian (other),Fast Food,Indian (other),MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani, Fast Food, Mughlai",700, Pimpri,3.1
President Hotel And Bar,North Indian,East Asian,Indian (other),Indian (other),Rajasthani,Beverages,Desserts,MISSING,"North Indian, Chinese, Mughlai, Biryani, Maharashtrian, Beverages, Desserts",950, Hadapsar,3.1
Residency Club,North Indian,East Asian,European,Indian (other),Kebab,MISSING,MISSING,MISSING,"North Indian, Chinese, Continental, Mughlai, Kebab",1300,Bund Garden Road,3.1
Sawaji Pav Bhaji And Snacks,Street Food,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, South Indian",250, Mundhwa,3.1
Cafe Tea & Talks,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,200, Kondhawa,3.1
Av's Bistro,East Asian,Pizza,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Pizza",400, Dhanori,3.1
Friends Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,150, Mundhwa,3.1
Leeward,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",800, Balewadi,3.1
Sai Sagar Family Restaurant,North Indian,East Asian,Indian (other),Indian (other),Rajasthani,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani, Mughlai, Malwani",600, Sadashiv Peth,3.1
El Taj,North Indian,Indian (other),East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese",700, Lonavala,3.1
Wildernest,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",850, Khadakwasla,3.1
Konkan Fish,Indian (other),Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Konkan, Seafood",500, Karve Nagar,3.1
Sai Palace Family Restaurant & Bar,North Indian,East Asian,Indian (other),Indian (other),Kebab,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani, Mughlai, Kebab",800, Chinchwad,3.1
Suruchi Restaurant,North Indian,East Asian,Indian (other),Seafood,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani, Seafood",800, Hadapsar,3.1
Sankalp Resto & Bar,North Indian,East Asian,Indian (other),North Indian,Rajasthani,Ice Cream,Beverages,MISSING,"North Indian, Chinese, Mughlai, Malwani, Maharashtrian, Ice Cream, Beverages",1100, Shukrawar Peth,3.1
The Eye Club Resto Lounge & Bar - Hotel Hindusthan International,North Indian,East Asian,European,European,Beverages,MISSING,MISSING,MISSING,"North Indian, Chinese, Continental, Italian, Beverages",1600, Viman Nagar,3.1
Sanika,North Indian,East Asian,Fast Food,Seafood,Indian (other),Indian (other),Desserts,Beverages,"North Indian, Chinese, Fast Food, Seafood, Mughlai, Biryani, Desserts, Beverages",1600, Pimpri,3.1
Shalini Pure Veg,North Indian,South Indian,East Asian,Beverages,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Beverages",450, Rasta Peth,3.1
Zaffran Family Restaurant,North Indian,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food",500, Dhanori,3.1
